x,y,z,qx,qy,qz,qw,speed
89630.5,43131.0,0.0,0.0,0.0,0.8772267940574885,0.4800761937313917,9.63889
89628.9,43133.5,0.0,0.0,0.0,0.8772267940564972,0.480076193733203,9.63889
89627.3,43136.0,0.0,0.0,0.0,0.8772267940574885,0.4800761937313917,9.63889
89625.7,43138.5,0.0,0.0,0.0,0.8772267940564972,0.480076193733203,9.63889
89624.1,43141.0,0.0,0.0,0.0,0.7989067210788106,0.6014549451248228,9.63889
89621.8886751302,43148.685647515194,0.0,0.0,0.0,0.942114683244226,0.33529080454976945,9.63889
89615.0,43154.3,0.0,0.0,0.0,0.8043897838850493,0.5941019067309612,9.63889
89613.8,43158.2,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,9.63889
89613.8,43159.5,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,9.63889
89613.8,43160.6,0.0,0.0,0.0,0.6743382882371439,0.7384225572241132,9.63889
89613.9,43161.7,0.0,0.0,0.0,0.5695948377617822,0.8219256175561929,9.63889
89614.2,43162.5,0.0,0.0,0.0,0.46181038080486664,0.8869786762830683,12.5556
89614.9,43163.5,0.0,0.0,0.0,0.32453642524341575,0.9458731990548336,12.5556
89615.8,43164.2,0.0,0.0,0.0,0.22975292054736118,0.9732489894677302,12.5556
89616.6,43164.6,0.0,0.0,0.0,0.08248053154685304,0.9965926760295545,12.5556
89617.8,43164.8,0.0,0.0,0.0,-0.08980559531852583,0.9959593139528768,12.5556
89618.9,43164.6,0.0,0.0,0.0,-0.22975292054736118,0.9732489894677302,12.5556
89619.7,43164.2,0.0,0.0,0.0,-0.25084130827722745,0.9680282217279458,55.6111
89620.6,43163.7,0.0,0.0,0.0,-0.456082580918106,0.8899374581301089,55.6111
89634.7,43144.1,0.0,0.0,0.0,-0.45590310053469796,0.8900294168862336,9.63889
89636.5,43141.6,0.0,0.0,0.0,-0.39752916315557224,0.917589540285214,9.63889
89638.0,43140.0,0.0,0.0,0.0,-0.36670473937316705,0.9303373765044902,9.63889
89639.5,43138.6,0.0,0.0,0.0,-0.17842480549275588,0.983953550115488,9.63889
89641.1,43138.0,0.0,0.0,0.0,-0.03837651950337345,0.9992633500488283,12.5556
89642.4,43137.9,0.0,0.0,0.0,0.045314421171047614,0.9989727740203598,12.5556
89643.5,43138.0,0.0,0.0,0.0,0.2508413082805498,0.9680282217270849,12.5556
89644.4,43138.5,0.0,0.0,0.0,0.38268343236028823,0.9238795325132756,12.5556
89645.1,43139.2,0.0,0.0,0.0,0.471857925536959,0.8816745987653027,12.5556
89645.5,43139.8,0.0,0.0,0.0,0.47185792553449163,0.8816745987666232,12.5556
89645.9,43140.4,0.0,0.0,0.0,0.5847102846563867,0.8112421851808788,55.6111
89646.1,43141.0,0.0,0.0,0.0,0.6743382882371439,0.7384225572241132,55.6111
89646.2,43142.1,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,55.6111
89646.2,43142.8,0.0,0.0,0.0,0.7554539549952296,0.6552017413606785,55.6111
89646.0,43144.2,0.0,0.0,0.0,0.7733421413370152,0.6339889056066202,55.6111
89645.6,43146.2,0.0,0.0,0.0,0.8210318293477763,0.5708824180142912,9.63889
89644.3,43149.7,0.0,0.0,0.0,0.8899561561883462,0.4560460942300283,9.63889
89632.5,43166.1,0.0,0.0,0.0,0.8911149470398536,0.45377764506656654,9.63889
89630.9,43168.3,0.0,0.0,0.0,0.8958468807593134,0.444362876750307,9.63889
89629.0,43170.8,0.0,0.0,0.0,0.9238795325118222,0.382683432363797,9.63889
89627.7,43172.1,0.0,0.0,0.0,0.9467375531543205,0.3220062195787065,9.63889
89626.4,43173.1,0.0,0.0,0.0,0.950369663829838,0.3111229693737843,9.63889
89624.9,43174.2,0.0,0.0,0.0,0.9327218431540257,0.3605966767780271,9.63889
89623.8,43175.2,0.0,0.0,0.0,0.9135000633897173,0.4068385849289401,9.63889
89622.9,43176.2,0.0,0.0,0.0,0.9106329139300893,0.4132162824323294,9.63889
89622.2,43177.0,0.0,0.0,0.0,0.8585161102252731,0.5127865915599459,9.63889
89621.5,43178.3,0.0,0.0,0.0,0.8022929282901922,0.5969305296393782,9.63889
89621.2,43179.3,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,9.63889
89621.2,43180.4,0.0,0.0,0.0,0.6021955131422609,0.7983486481176811,9.63889
89621.6,43181.8,0.0,0.0,0.0,0.4926988149863863,0.8701999067518973,12.5556
89622.2,43182.8,0.0,0.0,0.0,0.4393514461591062,0.8983152602276675,12.5556
89622.9,43183.7,0.0,0.0,0.0,0.3826834323650898,0.9238795325112867,12.5556
89623.7,43184.5,0.0,0.0,0.0,0.358263767183741,0.9336204116895229,12.5556
89624.7,43185.4,0.0,0.0,0.0,0.2795876537560222,0.960120171576039,12.5556
89625.8,43186.1,0.0,0.0,0.0,0.2756825130417646,0.9612487461645801,12.5556
89626.6,43186.6,0.0,0.0,0.0,0.18910752115556717,0.9819563867313033,12.5556
89627.6,43187.0,0.0,0.0,0.0,0.04531442117164339,0.9989727740203328,12.5556
89628.7,43187.1,0.0,0.0,0.0,0.0,1.0,12.5556
89629.8,43187.1,0.0,0.0,0.0,-0.08980559531533736,0.9959593139531644,12.5556
89630.9,43186.9,0.0,0.0,0.0,-0.22975292054500074,0.9732489894682874,12.5556
89632.1,43186.3,0.0,0.0,0.0,-0.28978414868957797,0.9570920264887053,12.5556
89634.2,43184.9,0.0,0.0,0.0,-0.2627411129254516,0.964866367731146,12.5556
89635.9,43183.9,0.0,0.0,0.0,-0.3006393848804908,0.9537378886563541,9.63889
89636.9,43183.2,0.0,0.0,0.0,-0.11469921796460479,0.9934002664577396,9.63889
89641.6,43182.1,0.0,0.0,0.0,0.1312447905043292,0.9913499911562388,9.63889
89655.7,43185.9,0.0,0.0,0.0,0.17067232992564751,0.9853278417855404,12.5556
89657.1,43186.4,0.0,0.0,0.0,0.1327331510245765,0.9911518100770875,12.5556
89658.2,43186.7,0.0,0.0,0.0,0.0,1.0,12.5556
89659.3,43186.7,0.0,0.0,0.0,-0.12218326369358051,0.9925075566831645,12.5556
89660.1,43186.5,0.0,0.0,0.0,-0.1601822430093612,0.9870874576371083,12.5556
89661.0,43186.2,0.0,0.0,0.0,-0.34694624773533755,0.9378850149044763,12.5556
89661.7,43185.6,0.0,0.0,0.0,-0.5257311121144916,0.8506508083549088,12.5556
89662.1,43184.8,0.0,0.0,0.0,-0.550491008753014,0.8348410922337789,12.5556
89662.4,43184.1,0.0,0.0,0.0,-0.6407474392417455,0.7677517301218837,12.5556
89662.6,43183.0,0.0,0.0,0.0,-0.661802563239936,0.7496781758121618,12.5556
89662.7,43182.2,0.0,0.0,0.0,-0.7384225572241131,0.6743382882371439,12.5556
89662.6,43181.1,0.0,0.0,0.0,-0.7800418122864808,0.6257273935867141,12.5556
89662.4,43180.2,0.0,0.0,0.0,-0.8944271909989397,0.4472135955019103,12.5556
89661.8,43179.4,0.0,0.0,0.0,-0.8944271910005667,0.44721359549865636,12.5556
89660.9,43178.2,0.0,0.0,0.0,-0.9555698150337317,0.2947648700174423,12.5556
89658.7,43176.7,0.0,0.0,0.0,-0.9812102109656115,0.1929417577841051,12.5556
89656.5,43175.8,0.0,0.0,0.0,-0.9770017458769116,0.21323130293994544,12.5556
89654.1,43174.7,0.0,0.0,0.0,-0.9732489894680088,0.2297529205461809,12.5556
89651.7,43173.5,0.0,0.0,0.0,-0.9777324545024723,0.20985530113049558,12.5556
89649.7,43172.6,0.0,0.0,0.0,-0.9701425001456067,0.24253562503523385,12.5556
89648.2,43171.8,0.0,0.0,0.0,-0.9570920264886473,0.28978414868976937,12.5556
89647.0,43171.0,0.0,0.0,0.0,-0.8911149470402107,0.4537776450658655,12.5556
89646.2,43169.9,0.0,0.0,0.0,-0.7496781758153102,0.6618025632363695,12.5556
89646.0,43168.3,0.0,0.0,0.0,-0.6463748961296956,0.7630199824731494,12.5556
89646.3,43166.5,0.0,0.0,0.0,-0.5257311121183599,0.8506508083525182,12.5556
89647.1,43164.9,0.0,0.0,0.0,-0.327961304476227,0.9446911573452201,12.5556
89649.0,43163.4,0.0,0.0,0.0,-0.22975292054736118,0.9732489894677302,12.5556
89651.6,43162.1,0.0,0.0,0.0,-0.16658811976518703,0.9860265708149552,12.5556
89653.9,43161.3,0.0,0.0,0.0,-0.09142755332884957,0.9958117304452184,12.5556
89656.6,43160.8,0.0,0.0,0.0,-0.09254137741082119,0.9957088397051158,12.5556
89658.2,43160.5,0.0,0.0,0.0,0.27755575782548975,0.9607095301379694,12.5556
89662.8,43163.4,0.0,0.0,0.0,0.630075201445502,0.7765341206433947,12.5556
89663.2,43165.3,0.0,0.0,0.0,0.6154122094015112,0.7882054380169872,12.5556
89663.5,43166.5,0.0,0.0,0.0,0.6552017413609534,0.7554539549949914,12.5556
89663.7,43167.9,0.0,0.0,0.0,0.6092361403570937,0.7929888557115993,12.5556
89664.1,43169.4,0.0,0.0,0.0,0.131599025398719,0.991303029610072,12.5556
89671.5,43171.4,0.0,0.0,0.0,-0.30063938487932645,0.9537378886567212,12.5556
89673.5,43170.0,0.0,0.0,0.0,-0.39752916315557224,0.917589540285214,12.5556
89675.0,43168.4,0.0,0.0,0.0,-0.5606288093050744,0.8280672304693469,12.5556
89678.8,43158.9,0.0,0.0,0.0,-0.6552017413609534,0.7554539549949914,12.5556
89679.0,43157.5,0.0,0.0,0.0,-0.7264537217282504,0.6872153884970663,12.5556
89678.9,43155.7,0.0,0.0,0.0,-0.7929888557088403,0.6092361403606849,12.5556
89678.5,43154.2,0.0,0.0,0.0,-0.8816745987697044,0.4718579255287345,12.5556
89677.9,43153.3,0.0,0.0,0.0,-0.8993946719678948,0.4371375344622821,12.5556
89676.8,43151.9,0.0,0.0,0.0,-0.9336204116895229,0.35826376718374103,9.63889
89674.8,43150.1,0.0,0.0,0.0,-0.9808202772227502,0.19491429857423856,9.63889
89671.9,43148.9,0.0,0.0,0.0,-0.9896459247397582,0.14353028825299846,9.63889
89669.2,43148.1,0.0,0.0,0.0,-0.9968552131369469,0.0792444574824774,9.63889
89666.7,43147.7,0.0,0.0,0.0,-0.9942777187292433,0.10682611122086032,9.63889
89664.4,43147.2,0.0,0.0,0.0,-0.9903342737787019,0.13870121188804113,9.63889
89663.0,43146.8,0.0,0.0,0.0,-0.9911518100769018,0.13273315102596345,9.63889
89661.9,43146.5,0.0,0.0,0.0,-0.9767188399174581,0.2145234433582837,9.63889
89660.6,43145.9,0.0,0.0,0.0,-0.976718839917915,0.21452344335620363,9.63889
89659.3,43145.3,0.0,0.0,0.0,-0.9537378886563541,0.30063938488049086,9.63889
89658.3,43144.6,0.0,0.0,0.0,-0.932721843155213,0.3605966767749563,9.63889
89657.2,43143.6,0.0,0.0,0.0,-0.8348410922367139,0.550491008748563,9.63889
89656.6,43142.2,0.0,0.0,0.0,-0.7733421413384937,0.6339889056048168,9.63889
89656.3,43140.7,0.0,0.0,0.0,-0.7302461949670223,0.6831840855407755,9.63889
89656.2,43139.2,0.0,0.0,0.0,-0.7354227489836341,0.6776085745305727,9.63889
89655.7,43133.1,0.0,0.0,0.0,-0.7275719971077067,0.6860313323928457,9.63889
89655.5,43129.7,0.0,0.0,0.0,-0.7733421413379022,0.6339889056055381,9.63889
89655.0,43127.2,0.0,0.0,0.0,-0.791989046414271,0.6105352982095413,9.63889
89654.5,43125.3,0.0,0.0,0.0,-0.8816745987679436,0.47185792553202444,9.63889
89653.7,43124.1,0.0,0.0,0.0,-0.948683298050207,0.31622776601775826,9.63889
89652.5,43123.2,0.0,0.0,0.0,-0.9570920264890529,0.28978414868843005,9.63889
89651.0,43122.2,0.0,0.0,0.0,-0.9937637686571684,0.11150592856122843,9.63889
89648.8,43121.7,0.0,0.0,0.0,-0.998576274983535,0.05334250687779441,9.63889
89646.0,43121.4,0.0,0.0,0.0,0.9951333266682081,0.09853761796524978,9.63889
89644.5,43121.7,0.0,0.0,0.0,0.9959593139529814,0.08980559531736645,9.63889
89643.4,43121.9,0.0,0.0,0.0,0.987087457637691,0.16018224300577033,9.63889
89642.5,43122.2,0.0,0.0,0.0,0.9885544947131996,0.1508642137232374,9.63889
89640.9,43122.7,0.0,0.0,0.0,0.9732489894674515,0.2297529205485414,9.63889
89638.5,43123.9,0.0,0.0,0.0,0.9348595893757653,0.3550176730138592,9.63889
89630.5,43131.0,0.0,0.0,0.0,0.8772267940574885,0.4800761937313917,9.63889
